ordernumber,quantityordered,priceeach,orderlinenumber,sales,orderdate,status,qtr_id,month_id,year_id,productline,msrp,productcode,customername,phone,addressline1,addressline2,city,state,postalcode,country,territory,contactlastname,contactfirstname,dealsize
-1.0505701205269704,1.347253839243122,0.3857801035925085,-1.0570587063287502,0.5024190027731772,10/18/2003 0:00,Shipped,1.0653495257808978,0.7952835385020682,-1.1651700861775494,Vintage Cars,0.03358467178921053,S18_1342,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie,Medium
-0.9310947256331803,0.8266535342464983,0.8101579745265006,-0.1103338560857102,0.8761346269941432,11/5/2003 0:00,Shipped,1.0653495257808978,1.0688075917661204,-1.1651700861775494,Vintage Cars,0.03358467178921053,S18_1342,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium
-0.8333421298109885,-1.0475075637413465,0.18201923331929512,-0.8203774937679902,-0.7716414633499411,11/12/2003 0:00,Shipped,1.0653495257808978,1.0688075917661204,-1.1651700861775494,Vintage Cars,0.03358467178921053,S18_1342,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Small
-0.7138667349171985,-0.7351473807433724,0.8101579745265006,0.1263473564750498,-0.23817373028983513,11/21/2003 0:00,Shipped,1.0653495257808978,1.0688075917661204,-1.1651700861775494,Vintage Cars,0.03358467178921053,S18_1342,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Medium
-0.5835299404876094,0.09781310725122534,0.8101579745265006,-1.0570587063287502,0.1250299868452913,12/3/2003 0:00,Shipped,1.0653495257808978,1.3423316450301723,-1.1651700861775494,Vintage Cars,0.03358467178921053,S18_1342,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
-0.47491594512961854,-0.8392674417426971,0.28365178418549636,0.8363909941573299,-0.6387929057228013,1/29/2004 0:00,Shipped,-1.4270386327380036,-1.6664329408743999,0.2643280247651782,Vintage Cars,0.03358467178921053,S18_1342,West Coast Collectables Co.,3105553722,3675 Furth Circle,,Burbank,CA,94019,USA,,Thompson,Steve,Small
-0.3445791507000295,-1.0475075637413465,0.8101579745265006,-0.8203774937679902,-0.3266181441389891,3/2/2004 0:00,Shipped,-1.4270386327380036,-1.1193848343462958,0.2643280247651782,Vintage Cars,0.03358467178921053,S18_1342,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Small
-0.15993535859144495,0.5142933512485242,0.8101579745265006,0.1263473564750498,0.6731970625062004,4/29/2004 0:00,Shipped,-0.5962425798983697,-0.8458607810822437,0.2643280247651782,Vintage Cars,0.03358467178921053,S18_1342,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
-0.029598564161855873,-0.11042701474742408,0.5895409738657219,-1.0570587063287502,-0.1562617158440245,6/8/2004 0:00,Shipped,-0.5962425798983697,-0.29881267455413973,0.2643280247651782,Vintage Cars,0.03358467178921053,S18_1342,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium
0.23107502469732227,1.5554939612417713,0.8101579745265006,0.5997097815965698,0.9935791976993412,8/17/2004 0:00,Shipped,0.23455347294126402,0.24823543197396428,0.2643280247651782,Vintage Cars,0.03358467178921053,S18_1342,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Medium
0.3288276205195141,0.30605322924987477,0.8101579745265006,-1.0570587063287502,0.6057244808706084,9/3/2004 0:00,Shipped,0.23455347294126402,0.5217594852380163,0.2643280247651782,Vintage Cars,0.03358467178921053,S18_1342,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Medium
0.49174861355650046,0.20193316825055005,0.5895409738657219,1.5464346318396098,0.009300820757947496,10/11/2004 0:00,Shipped,1.0653495257808978,0.7952835385020682,0.2643280247651782,Vintage Cars,0.03358467178921053,S18_1342,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA,Tonini,Daniel,Medium
0.5786398098428932,0.8266535342464983,0.28365178418549636,0.8363909941573299,0.1871888572067226,10/21/2004 0:00,Shipped,1.0653495257808978,0.7952835385020682,0.2643280247651782,Vintage Cars,0.03358467178921053,S18_1342,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium
0.6872538052008841,0.8266535342464983,0.13095507361578904,1.7831158444003699,0.11069451795130597,11/4/2004 0:00,Shipped,1.0653495257808978,1.0688075917661204,0.2643280247651782,Vintage Cars,0.03358467178921053,S18_1342,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,,Young,Valarie,Medium
0.795867800558875,1.1390137172444725,0.5687186951516708,2.0197970569611297,0.49482963688812587,11/17/2004 0:00,Shipped,1.0653495257808978,1.0688075917661204,0.2643280247651782,Vintage Cars,0.03358467178921053,S18_1342,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium
0.9479273940600622,0.7225334732471737,-2.3573072327133064,-0.8203774937679902,-1.1566718271209948,11/29/2004 0:00,Shipped,1.0653495257808978,1.0688075917661204,0.2643280247651782,Vintage Cars,0.03358467178921053,S18_1342,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,,King,Sue,Small
1.056541389418053,1.5554939612417713,-1.6597608957925976,0.5997097815965698,-0.5834956538327865,12/9/2004 0:00,Shipped,1.0653495257808978,1.3423316450301723,0.2643280247651782,Vintage Cars,0.03358467178921053,S18_1342,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,Small
1.1977395833834412,0.930773595245823,0.8101579745265006,0.3630285690358098,2.567682413959125,1/20/2005 0:00,Shipped,-1.4270386327380036,-1.6664329408743999,1.6938261357079059,Vintage Cars,0.03358467178921053,S18_1342,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,,Nelson,Allen,Large
1.3172149782772313,-0.8392674417426971,0.47105229261195547,1.5464346318396098,-0.579845365218363,2/16/2005 0:00,Shipped,-1.4270386327380036,-1.3929088876103477,1.6938261357079059,Vintage Cars,0.03358467178921053,S18_1342,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
1.4366903731710212,-0.006306953748099373,0.8101579745265006,-1.0570587063287502,1.1722816181586124,3/9/2005 0:00,Shipped,-1.4270386327380036,-1.1193848343462958,1.6938261357079059,Vintage Cars,0.03358467178921053,S18_1342,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium
1.773393758780793,1.659614022241096,0.5895409738657219,-1.0570587063287502,0.78192599156715,5/30/2005 0:00,In Process,-0.5962425798983697,-0.5723367278181918,1.6938261357079059,Vintage Cars,0.03358467178921053,S18_1342,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,,Yu,Kyung,Medium
-1.7022540926749157,0.618413412247849,-1.6617439699558405,-1.2937399188895102,-0.8452883464551826,1/10/2003 0:00,Shipped,-1.4270386327380036,-1.6664329408743999,-1.1651700861775494,Vintage Cars,-1.1908926330568907,S18_1367,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,,Frick,Michael,Small
-1.6045014968527238,1.347253839243122,-1.7152869723634,-0.3470150686464702,-0.672511869221225,3/25/2003 0:00,Shipped,-1.4270386327380036,-1.1193848343462958,-1.1651700861775494,Vintage Cars,-1.1908926330568907,S18_1367,Mini Wheels Co.,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,,Murphy,Julie,Small
-1.4415805038157374,0.7225334732471737,-1.4212962276626324,2.4931594820826497,-0.698676121473342,5/28/2003 0:00,Shipped,-0.5962425798983697,-0.5723367278181918,-1.1651700861775494,Vintage Cars,-1.1908926330568907,S18_1367,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Small
-1.3003823098503493,1.4513739002424466,-2.009277717064168,-0.1103338560857102,-0.8120025659410655,7/16/2003 0:00,Shipped,0.23455347294126402,-0.025288621290087743,-1.1651700861775494,Vintage Cars,-1.1908926330568907,S18_1367,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small
-1.1917683144923585,-0.526907258744723,-1.261162988980764,-0.8203774937679902,-1.0238405968132276,9/12/2003 0:00,Shipped,0.23455347294126402,0.5217594852380163,-1.1651700861775494,Vintage Cars,-1.1908926330568907,S18_1367,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,,Taylor,Sue,Small
-1.0505701205269704,1.0348936562451478,-1.6086967360890916,-1.2937399188895102,-0.701639093085999,10/18/2003 0:00,Shipped,1.0653495257808978,0.7952835385020682,-1.1651700861775494,Vintage Cars,-1.1908926330568907,S18_1367,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie,Small
-0.9310947256331803,1.347253839243122,-1.9557347146566084,-0.3470150686464702,-0.8069718675499852,11/5/2003 0:00,Shipped,1.0653495257808978,1.0688075917661204,-1.1651700861775494,Vintage Cars,-1.1908926330568907,S18_1367,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small
-0.8333421298109885,-0.3186671367460735,-1.448067728866412,-1.0570587063287502,-1.0262664215253443,11/12/2003 0:00,Shipped,1.0653495257808978,1.0688075917661204,-1.1651700861775494,Vintage Cars,-1.1908926330568907,S18_1367,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Small
-0.7138667349171985,1.1390137172444725,-1.5016107312739722,-0.1103338560857102,-0.6146732771566116,11/21/2003 0:00,Shipped,1.0653495257808978,1.0688075917661204,-1.1651700861775494,Vintage Cars,-1.1908926330568907,S18_1367,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small
-0.5835299404876094,1.347253839243122,-0.9939437454837761,-1.2937399188895102,-0.2691318742349448,12/3/2003 0:00,Shipped,1.0653495257808978,1.3423316450301723,-1.1651700861775494,Vintage Cars,-1.1908926330568907,S18_1367,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
-0.47491594512961854,-0.2145470757467488,-2.009277717064168,0.5997097815965698,-1.2105771176881046,1/29/2004 0:00,Shipped,-1.4270386327380036,-1.6664329408743999,0.2643280247651782,Vintage Cars,-1.1908926330568907,S18_1367,West Coast Collectables Co.,3105553722,3675 Furth Circle,,Burbank,CA,94019,USA,,Thompson,Steve,Small
-0.3445791507000295,-0.42278719774539825,-1.74205847356718,-1.0570587063287502,-1.1638915435261044,3/2/2004 0:00,Shipped,-1.4270386327380036,-1.1193848343462958,0.2643280247651782,Vintage Cars,-1.1908926330568907,S18_1367,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Small
-0.15993535859144495,-1.5681078687379701,-1.261162988980764,-0.1103338560857102,-1.3601061080976093,4/29/2004 0:00,Shipped,-0.5962425798983697,-0.8458607810822437,0.2643280247651782,Vintage Cars,-1.1908926330568907,S18_1367,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
-0.029598564161855873,-0.6310273197440477,-1.5819252348853117,-1.2937399188895102,-1.165837979068922,6/8/2004 0:00,Shipped,-0.5962425798983697,-0.29881267455413973,0.2643280247651782,Vintage Cars,-1.1908926330568907,S18_1367,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Small
0.23107502469732227,-0.8392674417426971,-1.287934490184544,0.3630285690358098,-1.1331413274134619,8/17/2004 0:00,Shipped,0.23455347294126402,0.24823543197396428,0.2643280247651782,Vintage Cars,-1.1908926330568907,S18_1367,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Small
0.3288276205195141,-1.1516276247406712,-1.3677532252550728,-1.2937399188895102,-1.255402892904149,9/3/2004 0:00,Shipped,0.23455347294126402,0.5217594852380163,0.2643280247651782,Vintage Cars,-1.1908926330568907,S18_1367,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Small
0.49174861355650046,0.20193316825055005,-1.74205847356718,1.3097534192788498,-0.9957472363376653,10/11/2004 0:00,Shipped,1.0653495257808978,0.7952835385020682,0.2643280247651782,Vintage Cars,-1.1908926330568907,S18_1367,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA,Tonini,Daniel,Small
0.5786398098428932,-1.0475075637413465,-1.9557347146566084,0.5997097815965698,-1.3942698061265877,10/21/2004 0:00,Shipped,1.0653495257808978,0.7952835385020682,0.2643280247651782,Vintage Cars,-1.1908926330568907,S18_1367,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Small
0.6872538052008841,0.618413412247849,-1.287934490184544,-0.3470150686464702,-0.6667360960971374,11/4/2004 0:00,Shipped,1.0653495257808978,1.0688075917661204,0.2643280247651782,Vintage Cars,-1.1908926330568907,S18_1367,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,,Young,Valarie,Small
0.795867800558875,-0.8392674417426971,0.3089359797668442,2.2564782695218897,-0.6308396661309327,11/17/2004 0:00,Shipped,1.0653495257808978,1.0688075917661204,0.2643280247651782,Vintage Cars,-1.1908926330568907,S18_1367,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small
0.9587887935958613,-1.4639878077386455,-1.2249718855015799,0.1263473564750498,-1.3176252967699447,11/29/2004 0:00,Shipped,1.0653495257808978,1.0688075917661204,0.2643280247651782,Vintage Cars,-1.1908926330568907,S18_1367,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small
1.056541389418053,-1.3598677467393208,-0.5576674295703266,-0.1103338560857102,-1.1125449204529654,12/9/2004 0:00,Shipped,1.0653495257808978,1.3423316450301723,0.2643280247651782,Vintage Cars,-1.1908926330568907,S18_1367,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,Small
1.1977395833834412,-0.3186671367460735,0.7422376844354293,0.1263473564750498,-0.2097107203343314,1/20/2005 0:00,Shipped,-1.4270386327380036,-1.6664329408743999,1.6938261357079059,Vintage Cars,-1.1908926330568907,S18_1367,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,,Nelson,Allen,Medium
1.3280763778130305,-1.0475075637413465,-1.528382232477752,0.5997097815965698,-1.2698018953024992,2/17/2005 0:00,Shipped,-1.4270386327380036,-1.3929088876103477,1.6938261357079059,Vintage Cars,-1.1908926330568907,S18_1367,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie,Small
1.4366903731710212,0.7225334732471737,0.8101579745265006,-0.8203774937679902,0.854094276752625,3/9/2005 0:00,Shipped,-1.4270386327380036,-1.1193848343462958,1.6938261357079059,Vintage Cars,-1.1908926330568907,S18_1367,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium
1.773393758780793,-1.0475075637413465,-1.5819252348853117,-1.2937399188895102,-1.285396482737536,5/30/2005 0:00,In Process,-0.5962425798983697,-0.5723367278181918,1.6938261357079059,Vintage Cars,-1.1908926330568907,S18_1367,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,,Yu,Kyung,Small
-1.615362896388523,0.20193316825055005,0.8101579745265006,2.2564782695218897,1.1053866138354296,3/18/2003 0:00,Shipped,-1.4270386327380036,-1.1193848343462958,-1.1651700861775494,Classic Cars,0.5833499923323581,S18_1589,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium
-1.4741647024231348,-0.9433875027420218,0.8101579745265006,-1.0570587063287502,-0.2573261939693099,5/20/2003 0:00,Shipped,-0.5962425798983697,-0.5723367278181918,-1.1651700861775494,Classic Cars,0.5833499923323581,S18_1589,Atelier graphique,40.32.2555,"54, rue Royale",,Nantes,,44000,France,EMEA,Schmitt,Carine,Medium
-1.3221051089219475,0.930773595245823,0.7878483901900173,-1.0570587063287502,0.49726701314649097,7/10/2003 0:00,Shipped,0.23455347294126402,-0.025288621290087743,-1.1651700861775494,Classic Cars,0.5833499923323581,S18_1589,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Medium
-1.2026297140281577,1.2431337782437972,0.8101579745265006,0.5997097815965698,1.3454277448725118,9/11/2003 0:00,Shipped,0.23455347294126402,0.5217594852380163,-1.1651700861775494,Classic Cars,0.5833499923323581,S18_1589,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium
-1.0614315200627693,0.8266535342464983,0.8101579745265006,0.3630285690358098,1.5216177040228045,10/17/2003 0:00,Shipped,1.0653495257808978,0.7952835385020682,-1.1651700861775494,Classic Cars,0.5833499923323581,S18_1589,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Medium
-0.9419561251689794,0.7225334732471737,0.8101579745265006,-0.1103338560857102,0.8351728439981138,11/5/2003 0:00,Shipped,1.0653495257808978,1.0688075917661204,-1.1651700861775494,Classic Cars,0.5833499923323581,S18_1589,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,,King,Julie,Medium
-0.8442035293467876,0.7225334732471737,0.8101579745265006,-1.0570587063287502,1.1068652117551963,11/12/2003 0:00,Shipped,1.0653495257808978,1.0688075917661204,-1.1651700861775494,Classic Cars,0.5833499923323581,S18_1589,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Medium
-0.7247281344529977,-0.6310273197440477,0.8101579745265006,0.1263473564750498,0.42689499340260717,11/20/2003 0:00,Shipped,1.0653495257808978,1.0688075917661204,-1.1651700861775494,Classic Cars,0.5833499923323581,S18_1589,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,,Young,Valarie,Medium
-0.5943913400234085,0.5142933512485242,0.8101579745265006,1.5464346318396098,0.29615459296575974,12/2/2003 0:00,Shipped,1.0653495257808978,1.3423316450301723,-1.1651700861775494,Classic Cars,0.5833499923323581,S18_1589,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,Medium
-0.5075001437370158,0.30605322924987477,0.8101579745265006,-0.1103338560857102,0.5620480845062578,1/16/2004 0:00,Shipped,-1.4270386327380036,-1.6664329408743999,0.2643280247651782,Classic Cars,0.5833499923323581,S18_1589,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
-0.35544055023582855,0.30605322924987477,0.8101579745265006,-0.5836962812072303,0.3708815456452056,2/26/2004 0:00,Shipped,-1.4270386327380036,-1.3929088876103477,0.2643280247651782,Classic Cars,0.5833499923323581,S18_1589,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,,Thompson,Valarie,Medium
-0.19251955719884223,-1.4639878077386455,0.8101579745265006,1.0730722067180898,-0.5836920301190055,4/13/2004 0:00,Shipped,-0.5962425798983697,-0.8458607810822437,0.2643280247651782,Classic Cars,0.5833499923323581,S18_1589,Mini Caravy,88.60.1555,"24, place Kluber",,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Small
-0.06218276276925314,-1.1516276247406712,0.8101579745265006,-1.2937399188895102,-0.08338301056428661,6/1/2004 0:00,Cancelled,-0.5962425798983697,-0.29881267455413973,0.2643280247651782,Classic Cars,0.5833499923323581,S18_1589,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium
0.07901543119613502,0.09781310725122534,0.8101579745265006,-1.0570587063287502,0.9688011309970055,7/6/2004 0:00,Shipped,0.23455347294126402,-0.025288621290087743,0.2643280247651782,Classic Cars,0.5833499923323581,S18_1589,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Medium
0.2093522256257241,-1.255747685739996,0.8101579745265006,-1.0570587063287502,-0.5283254689515015,8/6/2004 0:00,Shipped,0.23455347294126402,0.24823543197396428,0.2643280247651782,Classic Cars,0.5833499923323581,S18_1589,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,,King,Sue,Small
0.317966220983715,-1.5681078687379701,0.8101579745265006,1.7831158444003699,-0.3364080795843175,9/1/2004 0:00,Shipped,0.23455347294126402,0.5217594852380163,0.2643280247651782,Classic Cars,0.5833499923323581,S18_1589,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small
0.45916441494910315,-0.3186671367460735,0.8101579745265006,-0.5836962812072303,-0.05464276349882669,10/5/2003 0:00,Shipped,1.0653495257808978,0.7952835385020682,-1.1651700861775494,Classic Cars,0.5833499923323581,S18_1589,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Medium
0.5677784103070941,-0.6310273197440477,0.8101579745265006,0.5997097815965698,-0.3442631310330769,10/16/2004 0:00,Shipped,1.0653495257808978,0.7952835385020682,0.2643280247651782,Classic Cars,0.5833499923323581,S18_1589,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
0.676392405665085,0.930773595245823,0.8101579745265006,-0.1103338560857102,0.5605463834939953,11/4/2004 0:00,Shipped,1.0653495257808978,1.0688075917661204,0.2643280247651782,Classic Cars,0.5833499923323581,S18_1589,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,,Benitez,Violeta,Medium
0.7850064010230758,0.930773595245823,0.8101579745265006,1.7831158444003699,0.7681738757586972,11/17/2004 0:00,Shipped,1.0653495257808978,1.0688075917661204,0.2643280247651782,Classic Cars,0.5833499923323581,S18_1589,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,,Hernandez,Rosa,Medium
0.915343195452665,0.09781310725122534,0.8101579745265006,-0.5836962812072303,1.3455663634274897,11/24/2004 0:00,Shipped,1.0653495257808978,1.0688075917661204,0.2643280247651782,Classic Cars,0.5833499923323581,S18_1589,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Medium
1.176016784311843,1.4513739002424466,-1.3563505488164258,-1.2937399188895102,-0.4392745989243184,1/12/2005 0:00,Resolved,-1.4270386327380036,-1.6664329408743999,1.6938261357079059,Classic Cars,0.5833499923323581,S18_1589,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,,Young,Julie,Small
1.295492179205633,-0.11042701474742408,-2.0335703755638943,-0.3470150686464702,-1.195288646228645,2/10/2005 0:00,Shipped,-1.4270386327380036,-1.3929088876103477,1.6938261357079059,Classic Cars,0.5833499923323581,S18_1589,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
1.6104727657438067,2.492574510235694,0.8101579745265006,1.0730722067180898,2.038208628014327,4/22/2005 0:00,On Hold,-0.5962425798983697,-0.8458607810822437,1.6938261357079059,Classic Cars,0.5833499923323581,S18_1589,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,Large
1.7408095601733957,0.20193316825055005,0.8101579745265006,-1.2937399188895102,0.9724629711576767,5/17/2005 0:00,Shipped,-0.5962425798983697,-0.5723367278181918,1.6938261357079059,Classic Cars,0.5833499923323581,S18_1589,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium
-1.6588084945317194,0.09781310725122534,0.8101579745265006,1.3097534192788498,1.0166245324644507,2/17/2003 0:00,Shipped,-1.4270386327380036,-1.3929088876103477,-1.1651700861775494,Planes,1.4079979731470793,S18_1662,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium
-1.517610300566331,0.8266535342464983,0.8101579745265006,-0.8203774937679902,1.9619568712301216,4/28/2003 0:00,Shipped,-0.5962425798983697,-0.8458607810822437,-1.1651700861775494,Planes,1.4079979731470793,S18_1662,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium
-1.387273506136742,-1.4639878077386455,0.8101579745265006,-0.5836962812072303,-0.4260134238314132,6/16/2003 0:00,Shipped,-0.5962425798983697,-0.29881267455413973,-1.1651700861775494,Planes,1.4079979731470793,S18_1662,Gift Ideas Corp.,2035554407,2440 Pompton St.,,Glendale,CT,97561,USA,,Lewis,Dan,Small
-1.256936711707153,-0.3186671367460735,0.8101579745265006,0.1263473564750498,0.9984886048548157,8/10/2003 0:00,Shipped,0.23455347294126402,0.24823543197396428,-1.1651700861775494,Planes,1.4079979731470793,S18_1662,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,,Tam,Wing C,Medium
-1.126599917277564,0.30605322924987477,0.8101579745265006,-0.3470150686464702,1.7397744306927185,10/6/2003 0:00,Shipped,1.0653495257808978,0.7952835385020682,-1.1651700861775494,Planes,1.4079979731470793,S18_1662,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Medium
-0.9962631228479749,0.8266535342464983,0.8101579745265006,-1.2937399188895102,1.2963567764102633,10/23/2003 0:00,Cancelled,1.0653495257808978,0.7952835385020682,-1.1651700861775494,Planes,1.4079979731470793,S18_1662,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium
